ID_Wisata,Nama_Wisata,Kota,Kategori,Deskripsi_Wisata
W_185602b0,Monumen Susu Tumpah,Solo,Budaya/Sejarah,Destinasi wisata Monumen Susu Tumpah berlokasi di Solo.
W_90a31d8d,Cepogo Cheese Park,Solo,Budaya/Sejarah,Destinasi wisata Cepogo Cheese Park berlokasi di Solo.
W_b7e4b6bc,New Selo,Solo,Budaya/Sejarah,"Area hiking bertiket dengan kedai camilan, kafe warung & panorama pegunungan berhutan yang diselimuti kabut."
W_9694ac0a,Bukit Sanjaya/ New UGA - Boyolali,Solo,Alam,Destinasi wisata Bukit Sanjaya/ New UGA - Boyolali berlokasi di Solo.
W_da47a9f1,Kebun Raya Indrokilo,Solo,Budaya/Sejarah,Destinasi wisata Kebun Raya Indrokilo berlokasi di Solo.
W_61a26b90,Umbul Pengging,Solo,Budaya/Sejarah,"Kompleks keluarga dengan area bermain, spot piknik & kolam renang yang bersumber dari mata air dingin alami."
W_45ca5b5d,Gunung Sepikul Sukoharjo,Solo,Alam,"Gugusan batu menjulang tinggi yang memukau dengan panorama bukit berhutan & sawah, populer untuk trekking."
W_aca6a9ec,Wisata Alam Batu Seribu,Solo,Budaya/Sejarah,Destinasi wisata Wisata Alam Batu Seribu berlokasi di Solo.
W_629b3856,Bukit Hope,Solo,Alam,Destinasi wisata Bukit Hope berlokasi di Solo.
W_1581d004,Museum Samanhoedi,Solo,Budaya/Sejarah,Destinasi wisata Museum Samanhoedi berlokasi di Solo.
W_da1ffb93,Petilasan Kerajaan Pajang,Solo,Budaya/Sejarah,Destinasi wisata Petilasan Kerajaan Pajang berlokasi di Solo.
W_d863911e,"Kali Pucung Rivertubing,OUTBOUND dan Jeep Adventure KEMUNING",Solo,Budaya/Sejarah,"Destinasi wisata Kali Pucung Rivertubing,OUTBOUND dan Jeep Adventure KEMUNING berlokasi di Solo."
W_80a2224e,De'Tasikmadoe Heritage,Solo,Budaya/Sejarah,"Taman di pabrik gula tua dengan area bermain, panjat dinding, akuarium, kandang burung & taman rekreasi air."
W_94fa976f,Candi Menggung,Solo,Budaya/Sejarah,Destinasi wisata Candi Menggung berlokasi di Solo.
W_82326d07,Pemandian Air Panas Bayanan,Solo,Budaya/Sejarah,Destinasi wisata Pemandian Air Panas Bayanan berlokasi di Solo.
W_e412c13b,Air Terjun Parang Ijo,Solo,Alam,Banyak tangga batu mengarah ke air terjun indah ini yang mengalir di tengah lingkungan yang rimbun.
W_80a47124,TAHURA KGPAA. Mangkunagoro I,Solo,Budaya/Sejarah,Destinasi wisata TAHURA KGPAA. Mangkunagoro I berlokasi di Solo.
W_6f3bc7a8,Astana Giribangun,Solo,Budaya/Sejarah,"Makam marmer Presiden Soeharto dan keluarganya, yang terletak di paviliun simpel bergaya Jawa di puncak bukit."
W_3a624c02,Telaga Claket,Solo,Budaya/Sejarah,"Danau kecil yang tenang di kaki Bukit Widodaren, dengan ponton dan bingkai berbentuk hati."
W_a65a4311,Bukit Gancik Selo Boyolali,Solo,Alam,Pos pengamatan puncak bukit dengan panorama Gunung Merapi & Gunung Merbabu yang indah dari tempat pengamatan.
W_c8f404e3,Air Terjun Kedung Sriti,Solo,Alam,Destinasi wisata Air Terjun Kedung Sriti berlokasi di Solo.
W_2a15d115,Wahana Soko Alas,Solo,Budaya/Sejarah,Destinasi wisata Wahana Soko Alas berlokasi di Solo.
W_926d6531,Janti Park,Solo,Budaya/Sejarah,Destinasi wisata Janti Park berlokasi di Solo.
W_10f7d602,Umbul Nilo,Solo,Budaya/Sejarah,Destinasi wisata Umbul Nilo berlokasi di Solo.
W_a3b03727,Obyek Wisata Deles Indah,Solo,Budaya/Sejarah,Destinasi wisata Obyek Wisata Deles Indah berlokasi di Solo.
